district_name,parish_name,village_name,group_name,group_enterprise,farmer_id,farmer_name,gender,age,category,handicapped,nationality,pdc_village_verification,pdc_enterprise_verification_individual,pdc_enterprise_verification,group_pdc_village_ok,group_has_non_ugandan,pdc_group_approved,conforms_to_rule,group_funded_by_pdm,fund_amount_received,total_amount_due,repayment_type,Q1_payment,Q2_payment,Q3_payment,Q4_payment,total_repaid,outstanding_balance,repayment_time_months,repayment_rate,disqualification_reason
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000104,Christine Katende,Female,26,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000105,Alice Mugisha,Female,49,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000106,Lilian Okello,Female,53,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000107,Patrick Ssali,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000108,Daniel Ssali,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000109,Alice Ssali,Female,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000110,Aisha Byaruhanga,Female,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000111,Mark Okello,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000112,Sarah Ssali,Female,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000113,David Tumusiime,Male,32,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_04,cassava farming,CAV-000114,Jane Tumusiime,Female,68,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,policy_limit_one_group_per_village
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000115,Lilian Nabukenya,Female,45,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000116,Nabirye Katende,Female,53,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000117,Lilian Kibedi,Female,43,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000118,Sarah Namusoke,Female,37,Women,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000119,Robert Muwanga,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000120,James Katende,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000121,Esther Kato,Female,18,Youth,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000122,Christine Ssembatya,Female,25,Youth,No,Ugandan,No,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000123,Isaac Kibedi,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000124,Joy Kibedi,Female,61,Elderly,No,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000125,Daniel Byaruhanga,Male,63,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_05,Mixed,CAV-000126,Esther Namusoke,Female,35,Disabled,Yes,Ugandan,Yes,Yes,Yes,No,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000127,Esther Muwanga,Female,29,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000128,Florence Nabukenya,Female,39,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000129,Ruth Okello,Female,30,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000130,Lilian Muwanga,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000131,Robert Ssali,Male,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000132,Paul Kakande,Male,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000133,Christine Okello,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000134,Rebecca Kakande,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000135,Paul Kibedi,Male,61,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000136,Mercy Ssali,Female,68,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000137,Daniel Kato,Male,47,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_06,cassava farming,CAV-000138,Grace Namusoke,Female,34,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000139,Christine Kibedi,Female,43,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000140,Christine Ssembatya,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000141,Mercy Katende,Female,46,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000142,Sarah Mugisha,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000143,William Kakande,Male,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000144,Mark Namusoke,Male,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000145,Grace Byaruhanga,Female,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000146,Sarah Muwanga,Female,25,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000147,James Ssali,Male,68,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000148,Diana Namukasa,Female,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000149,Daniel Kakande,Male,35,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_3,Group_01_3_07,piggery,CAV-000150,Grace Tumusiime,Female,46,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_new_or_not_existing
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000151,Aisha Muwanga,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000152,Sarah Katende,Female,50,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000153,Lilian Nabukenya,Female,50,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000154,Sarah Namukasa,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000155,Patrick Kakande,Male,20,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000156,Daniel Katende,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000157,Diana Kibedi,Female,18,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000158,Alice Kibedi,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000159,William Katende,Male,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000160,Christine Namukasa,Female,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000161,James Byaruhanga,Male,63,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_01,Mixed,CAV-000162,Mercy Namusoke,Female,68,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000163,Sarah Mugisha,Female,35,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000164,Christine Kakande,Female,37,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000165,Joy Mugisha,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000166,Ruth Kibedi,Female,42,Women,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000167,Henry Kibedi,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000168,Isaac Katende,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000169,Esther Kibedi,Female,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000170,Jane Namusoke,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000171,Paul Namukasa,Male,64,Elderly,No,South Sudanese,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_02,poultry,CAV-000172,Grace Muwanga,Female,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,group_has_non_ugandan_member
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000173,Ruth Byaruhanga,Female,38,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000174,Christine Namusoke,Female,28,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000175,Sarah Namukasa,Female,34,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000176,Rebecca Nabukenya,Female,34,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000177,Samuel Tumusiime,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000178,Henry Ssali,Male,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000179,Rebecca Kakande,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000180,Joy Kakande,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000181,Samuel Namusoke,Male,67,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000182,Aisha Mugisha,Female,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000183,Isaac Kato,Male,59,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_03,Mixed,CAV-000184,Ruth Byaruhanga,Female,24,Disabled,Yes,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,data_nonconformance_membership
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000185,Alice Namusoke,Female,41,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000186,Sarah Byaruhanga,Female,52,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000187,Christine Namusoke,Female,57,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000188,Grace Namukasa,Female,49,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000189,William Katende,Male,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000190,David Mugisha,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000191,Alice Byaruhanga,Female,21,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000192,Grace Kakande,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000193,James Namusoke,Male,68,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_04,Mixed,CAV-000194,Sarah Kakande,Female,62,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,enterprise_not_verified_by_pdc
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000195,Christine Ssembatya,Female,27,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000196,Aisha Katende,Female,27,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000197,Nabirye Namusoke,Female,30,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000198,Aisha Namusoke,Female,54,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000199,Robert Kakande,Male,22,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000200,Isaac Ssembatya,Male,24,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Perfect,265000,265000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000201,Alice Otim,Female,19,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000202,Esther Muwanga,Female,23,Youth,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Delayed,0,530000,265000,265000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000203,Isaac Tumusiime,Male,69,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Irregular,106000,212000,318000,424000,1060000,0,12,1.0,
Cavendish District,Parish_01,Village_01_4,Group_01_4_05,Mixed,CAV-000204,Joy Byaruhanga,Female,70,Elderly,No,Ugandan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1000000,1060000,Defaulted,265000,265000,0,0,530000,530000,12,0.5,
Cavendish District,Parish_01,Village_01_4,Group_01_4_06,maize,CAV-000205,Sarah Mugisha,Female,46,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_4,Group_01_4_06,maize,CAV-000206,Rebecca Byaruhanga,Female,56,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
Cavendish District,Parish_01,Village_01_4,Group_01_4_06,maize,CAV-000207,Alice Mugisha,Female,32,Women,No,Ugandan,Yes,Yes,Yes,Yes,No,No,Yes,No,0,0,,0,0,0,0,0,0,0,0.0,member_not_from_village (pdc_village_verification_failed)
